commit,parent_commit,timestamp,status,hypothesis,prediction,config_diff,primary_metric,delta_vs_parent,verdict_allocator,allocator_p_value,allocator_ci_low,allocator_ci_high,classifier_primary_metric,classifier_delta_vs_parent,verdict_gate,gate_p_value,gate_ci_low,gate_ci_high,verdict_gate_return,stability_std,stability_min,metadata_path,override_reason,note,error
ec2503b8,76189a1e,2026-06-18T23:18:05+00:00,success,0.52 has higher lift than the 0.48 winner but a wider CI from its smaller pool; 0.50 sits between them and may extract more lift than 0.48 while keeping enough survivors to stay significant,"hit-rate lift above 0.48, survival between 25% and 54%, narrower CI than 0.52 — a candidate significant optimum",classifier.gate_threshold: 0.48 -> 0.5,-0.00135498334279,-0.00036115063816,within_noise,0.504777932648,-0.00201746193506,0.000997386886783,0.0106795541977,0.000218359494977,within_noise,0.220931272121,-0.00778158598142,0.00192865165668,within_noise,0.00854857867079,-0.0180507167134,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260618T231621840633Z/metadata.json,,,
a3a66978,76189a1e,2026-06-18T23:19:51+00:00,success,Lift and survivor avg-return rose monotonically through 0.52 (avg return turned positive); 0.55 maps the upper end to see whether the economic edge keeps climbing or the pool collapses into noise,point-estimate lift and avg return higher still but within_noise (small noisy pool); locates where the trend breaks,classifier.gate_threshold: 0.48 -> 0.55,-0.00129664011414,-0.00030280740952,within_noise,0.427478608233,-0.00310786656751,0.00132676527114,0.01483186,0.00437066529727,within_noise,0.147338508863,-0.0216472157516,0.00322821928866,within_noise,0.0100693132753,-0.0199001367402,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260618T231807910201Z/metadata.json,,,
656f1df0,8df3ca2c,2026-06-18T23:21:36+00:00,success,"0.52's lift is blocked from significance by a small, fold-variable survivor pool; weaker L2 regularization (C=3.0) spreads the logistic probabilities so high-conviction rows sit confidently above 0.52, enlarging and steadying the pool","survival up and passed_trades_hit_rate.std down vs plain 0.52, hit-rate lift clears significance vs the 0.48 winner",classifier.c_value: 1.0 -> 3.0,-0.00124408094078,-4.25912717352e-05,within_noise,0.909855538521,-0.00169308077914,0.00135663722909,0.013683905187,-0.000254691603403,within_noise,0.161736211124,-0.00230165447426,0.00038204733398,within_noise,0.00861631825002,-0.0186833662945,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260618T231954573370Z/metadata.json,,,
61c07240,7a59524e,2026-06-18T23:25:55+00:00,success,Re-anchoring the proven 0.52 + C=3.0 combo off baseline gives its direct vs-baseline significance verdict; C=3.0 already crushed the CI (mde 113->19) at this threshold while holding lift ~0.0137,"significant_improvement vs baseline with a much tighter CI than the plain-0.48 winner, return guardrail non-negative",classifier.c_value: 1.0 -> 3.0; classifier.gate_threshold: 0.21 -> 0.52,-0.00124408094078,-4.41032222104e-05,within_noise,0.999063655809,-0.00218178583602,0.00226725491793,0.013683905187,0.0111578607738,within_noise,0.902185421381,-0.00972105092669,0.010796340918,within_noise,0.00861631825002,-0.0186833662945,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260618T232404752852Z/metadata.json,,,
9f395cdf,7a59524e,2026-06-18T23:27:58+00:00,success,0.55 had the highest point-estimate lift (0.0148) but an exploded CI (mde 178); applying the same C=3.0 probability-spread fix should collapse that variance and deliver the highest lift at significance,"highest hit-rate lift of any config AND significant_improvement vs baseline, mde well below 178",classifier.c_value: 1.0 -> 3.0; classifier.gate_threshold: 0.21 -> 0.55,-0.00244745167043,-0.00124747395186,within_noise,0.116539996404,-0.0045008206158,0.000487010409592,0.0142194477783,0.0116934033651,within_noise,0.623867540129,-0.0177268541915,0.0107273164559,within_noise,0.0105287988231,-0.0234673514043,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260618T232558593148Z/metadata.json,,,
5b9a2707,7a59524e,2026-06-18T23:29:51+00:00,success,"If C=3.0 stabilizes the high-threshold pool, even weaker regularization (C=5.0) spreads probabilities further and may tighten the CI more at the top threshold — until overfitting degrades the survivors' avg return",CI tighter or comparable to 0.55+C3.0; watch passed_trades_avg_return for overfit degradation (the stop signal),classifier.c_value: 1.0 -> 5.0; classifier.gate_threshold: 0.21 -> 0.55,-0.00192767271708,-0.000727694998509,within_noise,0.28098378825,-0.00369739233421,0.00128382913914,0.0149548742521,0.0124288298389,within_noise,0.662644148623,-0.0168561063964,0.0115007454833,within_noise,0.00968353177154,-0.0206791359838,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260618T232801517079Z/metadata.json,,,
e4ab503f,7a59524e,2026-06-18T23:33:03+00:00,success,"0.48 is the proven significant winner and 0.52 is underpowered (mde 146); 0.49 sits just above 0.48 with a barely-smaller survivor pool, so it should stay significant vs baseline while nudging lift up","significant_improvement vs baseline, hit-rate lift slightly above 0.48's 0.0105, mde near 81",classifier.gate_threshold: 0.21 -> 0.49,-0.00123297008883,-3.29923702601e-05,within_noise,0.912274456001,-0.00177307237034,0.00209753293104,0.0112300704353,0.0087040260221,within_noise,0.219694298823,-0.00237140406749,0.010659265647,within_noise,0.00742094400022,-0.0167725545084,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260618T233110042896Z/metadata.json,,,
0bb90534,7a59524e,2026-06-18T23:34:52+00:00,success,0.50 showed lift 0.0107 with mde 69 vs its parent; re-anchored off baseline it reveals whether 0.50 is the highest still-significant operating point,"significant_improvement vs baseline with mde below ~100, lift marginally above 0.49",classifier.gate_threshold: 0.21 -> 0.5,-0.00135498334279,-0.000155005624214,within_noise,0.957192509482,-0.00195725940642,0.0020377948997,0.0106795541977,0.00815350978454,within_noise,0.407010603536,-0.00437144134665,0.0109407518235,within_noise,0.00854857867079,-0.0180507167134,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260618T233305703543Z/metadata.json,,,
04f74076,7a59524e,2026-06-18T23:36:50+00:00,success,"0.51 approaches 0.52 where the vs-baseline CI exploded (mde 146); it likely sits at or just past the significance cliff, marking the frontier's upper edge","within_noise vs baseline (underpowered, wide CI) despite a higher point-estimate lift than 0.50",classifier.gate_threshold: 0.21 -> 0.51,-0.00124803087367,-4.80531550979e-05,within_noise,0.932422950342,-0.00208377172734,0.00228976841856,0.0116885934683,0.00916254905511,within_noise,0.845905034547,-0.00773312336494,0.00944290364609,within_noise,0.00884886483943,-0.017360524513,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260618T233454706470Z/metadata.json,,,
fd43eafc,7a59524e,2026-06-18T23:49:33+00:00,success,"0.48 is significant but knife-edge; 0.46 sits just below it with a larger, steadier survivor pool, which may give a more robust significant lift vs baseline","significant_improvement vs baseline, survival above 54%, mde at or below 0.48's 81 bps",classifier.gate_threshold: 0.21 -> 0.46,-0.000918471993616,0.000281505724955,within_noise,0.658913798399,-0.00148427684766,0.00231449641126,0.00666284222398,0.00413679781081,within_noise,0.223052903945,-0.00149399492517,0.00600572330996,within_noise,0.00735065647797,-0.0211589344276,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260618T234710226519Z/metadata.json,,,
d446e8ff,7a59524e,2026-06-18T23:51:40+00:00,success,"0.47 brackets the immediate sub-0.48 region between 0.46 and the proven winner, locating whether significance holds just below 0.48","significant_improvement vs baseline with lift near 0.48's, narrower or comparable CI",classifier.gate_threshold: 0.21 -> 0.47,0.000109603659317,0.00130958137789,within_noise,0.124011625091,-0.000373814734093,0.00365188341198,0.00846212605275,0.00593608163958,within_noise,0.0540354866659,-0.0003079032244,0.0087528744139,within_noise,0.00717013726254,-0.0129064773637,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260618T234936418899Z/metadata.json,,,
3aa11b1c,76189a1e,2026-06-18T23:53:27+00:00,success,"return_windows [1,3,5,10] are highly collinear short-horizon returns that dilute the linear gate; collapsing to [1,5] removes redundancy and should hold or raise ROC AUC with fewer, cleaner inputs","ROC AUC holds or rises vs the 0.48 winner, calibration (Brier/log loss) holds, fold-stability improves","model_features.classifier.return_windows: [1, 3, 5, 10] -> [1, 5]",-0.00190055179023,-0.000906719085603,within_noise,0.330228218539,-0.00247857557111,0.000908948503081,0.0100540826077,-0.000407112095064,within_noise,0.0748919328123,-0.00757432431665,0.000440190766082,within_noise,0.00862577165975,-0.0166658920259,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260618T235143294627Z/metadata.json,,,
c3bf821d,76189a1e,2026-06-18T23:56:42+00:00,success,"ema_windows [8,21] largely duplicate the trend information already in sma_windows [20,50]; dropping them should leave ROC AUC essentially unchanged while improving calibration via less collinearity","ROC AUC flat (|delta|<5e-4), Brier/log-loss hold or improve — marks ema as prunable","model_features.classifier.ema_windows: [8, 21] -> []",-0.00149642668594,-0.000502593981318,within_noise,0.459204001263,-0.00201512826194,0.00089190328852,0.00939900926276,-0.00106218543998,significant_regression,0.0200016004879,-0.00547388122903,-0.000515769373145,within_noise,0.00697256993797,-0.0212837594304,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260618T235454181792Z/metadata.json,,,
9545a146,76189a1e,2026-06-18T23:58:33+00:00,success,"runup_windows [1,3,10] are momentum measures collinear with return_windows; dropping them tests whether they add any discrimination beyond returns","ROC AUC flat, calibration holds — marks runup as prunable if AUC does not fall","model_features.classifier.runup_windows: [1, 3, 10] -> []",-0.000341187238318,0.000652645466307,within_noise,0.447488638563,-0.00112734165908,0.00252794045622,0.0104693971869,8.20248416333e-06,within_noise,0.592524836383,-0.00194662537553,0.00326398093278,within_noise,0.00715522052619,-0.0145231326565,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260618T235645193081Z/metadata.json,,,
2690b375,76189a1e,2026-06-19T00:00:24+00:00,success,cs_volume_quality_windows duplicate volume information already in relative_volume and volume_quality; the cross-sectional volume mirror is likely pure redundancy for the gate,"ROC AUC flat, calibration holds or improves — marks cs_volume_quality as prunable","model_features.classifier.cs_volume_quality_windows: [10, 20] -> []",-0.000419916701234,0.000573916003391,within_noise,0.387408740527,-0.000822576669915,0.00208549534933,0.00960881343535,-0.000852381267389,within_noise,0.0550889829869,-0.00494395291778,-2.01745831306e-05,within_noise,0.00655296900731,-0.0147094183544,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260618T235835884604Z/metadata.json,,,
bf18fb5f,76189a1e,2026-06-19T00:03:20+00:00,success,"ema carried trend signal (dropping it cost AUC); sma_windows [20,50] may be the redundant MA partner — if ema already captures the trend, dropping sma should be neutral or AUC-positive",ROC AUC flat or up if sma is redundant; a drop in AUC instead would mark sma as an independent signal-carrier,"model_features.classifier.sma_windows: [20, 50] -> []",-0.000882089762297,0.000111742942328,within_noise,0.811921982754,-0.00160370488391,0.00219618740013,0.0094604472676,-0.00100074743514,within_noise,0.449392364669,-0.00325454698294,0.00151534109758,within_noise,0.00854490500684,-0.0183594302311,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260619T000127249797Z/metadata.json,,,
0a977ea4,76189a1e,2026-06-19T00:05:11+00:00,success,"volatility_windows [5,10,20] are three collinear volatility measures; dropping the whole family tests whether realized volatility adds discrimination beyond the other risk features (drawdown, overextension)","ROC AUC flat if redundant, down if volatility carries independent signal","model_features.classifier.volatility_windows: [5, 10, 20] -> []",-0.000905354500157,8.84782044685e-05,within_noise,0.832051724594,-0.00158874512155,0.00191943285416,0.0100536573576,-0.000407537345133,within_noise,0.100974391142,-0.00534125042162,0.000415318300595,within_noise,0.00837390605199,-0.0202632047225,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260619T000323049382Z/metadata.json,,,
eed423df,76189a1e,2026-06-19T00:07:06+00:00,success,"drawdown_windows [10,20] overlap with volatility as a downside-risk proxy; dropping it isolates whether drawdown adds anything beyond realized volatility",ROC AUC flat or up if redundant with volatility; down if it carries unique downside-risk signal,"model_features.classifier.drawdown_windows: [10, 20] -> []",-0.000961481932808,3.23507718169e-05,within_noise,0.998338562512,-0.00166807704323,0.0017046155772,0.00988072385466,-0.000580470848078,within_noise,0.733024621822,-0.00316015910549,0.00244025705372,within_noise,0.00825508602287,-0.0168134112604,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260619T000513779585Z/metadata.json,,,
21296514,76189a1e,2026-06-19T00:09:47+00:00,success,"relative_volume_windows [20,50] measure volume surges, which are direction-agnostic and unlikely to discriminate a SPY-relative forward return; dropping them should be neutral or AUC-positive",ROC AUC flat or up — marks relative_volume as prunable,"model_features.classifier.relative_volume_windows: [20, 50] -> []",-0.000725514654437,0.000268318050188,within_noise,0.759900445658,-0.00145822540831,0.0020244590526,0.0107155457551,0.000254351052342,within_noise,0.251513661128,-0.00288080874457,0.000656818460551,within_noise,0.00773899563617,-0.0158086330719,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260619T000804499677Z/metadata.json,,,
81bf4f60,76189a1e,2026-06-19T00:31:31+00:00,crashed,"volume_quality_windows [10,20] are a second volume family largely redundant with relative_volume; dropping it tests whether any volume feature adds discrimination",ROC AUC flat or up — marks volume_quality as prunable,"model_features.classifier.volume_quality_windows: [10, 20] -> []",,,,,,,,,,,,,,,,,,,"Timeout exceeded (960s)
/Users/richard/Desktop/pp/finance/StockWatch/utils/calculations.py:101: RuntimeWarning: divide by zero encountered in divide
  compacted_values / trailing_average_volume,
/Users/richard/Desktop/pp/finance/StockWatch/utils/calculations.py:101: RuntimeWarning: invalid value encountered in divide
  compacted_values / trailing_average_volume,
/Users/richard/Desktop/pp/finance/StockWatch/utils/calculations.py:101: RuntimeWarning: divide by zero encountered in divide
  compacted_values / trailing_average_volume,
/Users/richard/Desktop/pp/finance/StockWatch/utils/calculations.py:101: RuntimeWarning: invalid value encountered in divide
  compacted_values / trailing_average_volume,"
02f82f04,76189a1e,2026-06-19T01:25:35+00:00,crashed,"overextension_windows [10,20] (distance above the moving average) is a mean-reversion proxy that may overlap the sma/ema trend features; dropping it isolates whether it carries unique reversal signal","ROC AUC flat if redundant with MA features, down if it carries unique signal","model_features.classifier.overextension_windows: [10, 20] -> []",,,,,,,,,,,,,,,,,,,Timeout exceeded (960s)
e9bd867f,76189a1e,2026-06-19T04:43:00+00:00,success,"Re-run after 960s timeout crash: volume_quality_windows [10,20] are a second volume family largely redundant with relative_volume (which proved prunable); dropping it tests whether any volume feature adds discrimination",ROC AUC flat or up — marks volume_quality as prunable,"model_features.classifier.volume_quality_windows: [10, 20] -> []",-0.00101663744549,-2.28047408675e-05,within_noise,0.985008097077,-0.00164581800775,0.00165931650216,0.0106424166801,0.000181221977341,within_noise,0.891482914296,-0.0036091777148,0.00312999288427,within_noise,0.00851903137203,-0.0159480683857,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260619T044107799255Z/metadata.json,,,
34a4d581,76189a1e,2026-06-19T04:44:55+00:00,success,"Re-run after 960s timeout crash: overextension_windows [10,20] (distance above the moving average) is a mean-reversion proxy that may overlap the sma/ema trend features; dropping it isolates whether it carries unique reversal signal","ROC AUC flat if redundant with MA features, down if it carries unique signal","model_features.classifier.overextension_windows: [10, 20] -> []",-0.00179105142261,-0.00079721871798,within_noise,0.536058762067,-0.00233837498752,0.00128302896657,0.00966063813165,-0.000800556571093,within_noise,0.517057725483,-0.00389471619454,0.0019844646842,within_noise,0.00843152016717,-0.0160614939423,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260619T044303534109Z/metadata.json,,,
75f41056,76189a1e,2026-06-19T04:46:48+00:00,success,sector_return_windows [21] is a single own-sector relative-return feature; dropping it tests whether sector context adds discrimination to the gate,"ROC AUC flat if redundant, down if sector context carries unique signal",model_features.classifier.sector_return_windows: [21] -> [],-0.00182973346216,-0.000835900757533,within_noise,0.443522735292,-0.00233725563603,0.0011925020183,0.0101503213672,-0.000310873335529,within_noise,0.985026590059,-0.00259551971051,0.00271044262296,within_noise,0.00763126626294,-0.0202787689419,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260619T044458760430Z/metadata.json,,,
38c14b8f,76189a1e,2026-06-19T04:49:59+00:00,success,"cs_return_windows [10,20] is cross-sectional relative-strength rank; adding a 5-window earlier was neutral, so the family may be redundant with own return_windows — dropping it tests for unique cross-sectional momentum signal","ROC AUC flat or up if redundant, down if cross-sectional momentum carries unique signal","model_features.classifier.cs_return_windows: [10, 20] -> []",0.000268532750777,0.0012623654554,within_noise,0.112166962459,-0.000281501241254,0.00343550274691,0.00630505479708,-0.00415613990566,within_noise,0.26802147666,-0.00557078816659,0.00162196825291,within_noise,0.00735875698226,-0.0139303931467,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260619T044800540238Z/metadata.json,,,
3d6407d9,76189a1e,2026-06-19T04:51:48+00:00,success,"cs_volatility_windows [10,20] is the cross-sectional mirror of volatility, which already proved to be noise; dropping it should be neutral or AUC-positive",ROC AUC flat or up — marks cs_volatility as prunable,"model_features.classifier.cs_volatility_windows: [10, 20] -> []",-0.000542991009658,0.000450841694967,within_noise,0.662590389471,-0.00132690250529,0.0021832996757,0.00993016705314,-0.0005310276496,within_noise,0.583433513716,-0.00385258946654,0.00214583383433,within_noise,0.00779768973756,-0.0145216259072,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260619T045002404118Z/metadata.json,,,
bd29e8fc,76189a1e,2026-06-19T04:53:37+00:00,success,"include_signals feeds the boolean signal catalog as features; the universe is already primary-gated by signals, so the signal features themselves may add noise rather than discrimination to the gate","ROC AUC flat or up if signals are redundant with the gating, down if they carry unique discrimination",model_features.classifier.include_signals: true -> false,-0.000570169868225,0.0004236628364,within_noise,0.632744501888,-0.00127268930426,0.0022519165335,0.0079359261029,-0.00252526859984,within_noise,0.317823494171,-0.00385032857852,0.00132031863976,within_noise,0.00835572981647,-0.0189820974691,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260619T045151180360Z/metadata.json,,,
b53c83f1,76189a1e,2026-06-19T04:56:35+00:00,success,"Each of the five noise families raised AUC when removed individually; dropping all five together (runup, overextension, relative_volume, volatility, cs_volatility) should compound into a clear AUC gain over the 0.48 baseline model","ROC AUC rises toward ~0.513+, calibration and fold-stability improve","model_features.classifier.cs_volatility_windows: [10, 20] -> []; model_features.classifier.overextension_windows: [10, 20] -> []; model_features.classifier.relative_volume_windows: [20, 50] -> []; model_features.classifier.runup_windows: [1, 3, 10] -> []; model_features.classifier.volatility_windows: [5, 10, 20] -> []",-0.0020442321101,-0.00105039940547,within_noise,0.424814283534,-0.00235419655717,0.000958858574966,0.0101044572822,-0.000356737420555,within_noise,0.479527005687,-0.00595420568174,0.00295829425875,within_noise,0.00762646236953,-0.0181385764164,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260619T045452009398Z/metadata.json,,,
7623639c,76189a1e,2026-06-19T04:58:19+00:00,success,"Adding the two redundant volume families (volume_quality, cs_volume_quality) to the five-noise drop removes all confirmed dead weight while keeping every signal-carrier","ROC AUC at or above the five-drop model, calibration further improved","model_features.classifier.cs_volatility_windows: [10, 20] -> []; model_features.classifier.cs_volume_quality_windows: [10, 20] -> []; model_features.classifier.overextension_windows: [10, 20] -> []; model_features.classifier.relative_volume_windows: [20, 50] -> []; model_features.classifier.runup_windows: [1, 3, 10] -> []; model_features.classifier.volatility_windows: [5, 10, 20] -> []; model_features.classifier.volume_quality_windows: [10, 20] -> []",-0.00268951030778,-0.00169567760315,within_noise,0.123721266153,-0.00315562779217,0.000471257146416,0.0115705744844,0.00110937978162,within_noise,0.404741911022,-0.00737858141372,0.00305910463559,within_noise,0.00842838762019,-0.0194905072358,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260619T045637746049Z/metadata.json,,,
250701a4,76189a1e,2026-06-19T05:00:06+00:00,success,"On top of the seven-family drop, collapsing the collinear return_windows to [1,5] yields the leanest signal-carrier-only model; tests whether maximal pruning still holds AUC",ROC AUC holds at or near the seven-drop model with the smallest feature set and best calibration; a fall would mark over-pruning,"model_features.classifier.cs_volatility_windows: [10, 20] -> []; model_features.classifier.cs_volume_quality_windows: [10, 20] -> []; model_features.classifier.overextension_windows: [10, 20] -> []; model_features.classifier.relative_volume_windows: [20, 50] -> []; model_features.classifier.return_windows: [1, 3, 5, 10] -> [1, 5]; model_features.classifier.runup_windows: [1, 3, 10] -> []; model_features.classifier.volatility_windows: [5, 10, 20] -> []; model_features.classifier.volume_quality_windows: [10, 20] -> []",-0.00230492709235,-0.00131109438772,within_noise,0.188338853381,-0.00287508951262,0.000589385452931,0.0117268820972,0.00126568739444,within_noise,0.120796592604,-0.00994883468398,0.00118541384164,within_noise,0.00625404753683,-0.0161030638935,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260619T045822139776Z/metadata.json,,,
