commit,parent_commit,timestamp,status,hypothesis,prediction,config_diff,primary_metric,delta_vs_parent,verdict_allocator,allocator_p_value,allocator_ci_low,allocator_ci_high,verdict_ndcg,classifier_primary_metric,classifier_delta_vs_parent,verdict_gate,gate_p_value,gate_ci_low,gate_ci_high,verdict_gate_guard,stability_std,stability_min,metadata_path,override_reason,note,error
40201055,ffa415ba,2026-07-04T20:49:37+00:00,success,"Extending the cs_return ladder further to [5,10,20,40,60] adds an even slower cross-sectional momentum term, continuing the long-horizon gradient",gate return lift up beyond ffa415ba; guard holds,"model_features.classifier.cs_return_windows: [5, 10, 20, 40] -> [5, 10, 20, 40, 60]",0.0224451979241,-0.00224711179575,significant_regression,0.0288141847281,-0.00245645785777,-0.000231046490039,insufficient_data,0.00908129477116,-0.00235095338264,significant_regression,0.0288141847281,-0.00245645785777,-0.000231046490039,within_noise,0.0877138562141,-0.0836948999077,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T204744146897Z/metadata.json,,,
8ae749f8,cb4efb7b,2026-07-04T20:51:29+00:00,success,"The gate's cross-sectional edge is in the medium/long horizons only — dropping the fast 5-bar window ([10,20,40]) removes noise without losing signal",gate return lift up vs baseline; comparable to ffa415ba,"model_features.classifier.cs_return_windows: [5, 10] -> [10, 20, 40]",0.0203754710157,-0.00428564498077,within_noise,0.0686232666701,0.000282343944717,0.00552719948699,within_noise,0.0111603131859,0.00245919675974,within_noise,0.0686232666701,0.000282343944717,0.00552719948699,within_noise,0.075950546599,-0.0452725218395,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T204939490310Z/metadata.json,,,
bfddb3e0,cb4efb7b,2026-07-04T20:53:18+00:00,success,Runup windows (currently empty) give the gate own-stock momentum-acceleration context distinct from cross-sectional returns,"gate return lift moves; fresh-dimension probe, direction uncertain","model_features.classifier.runup_windows: [] -> [10, 20]",0.018358461829,-0.00630265416747,significant_regression,7.26987850009e-06,-0.0058923508138,-0.00178944210525,within_noise,0.00448271992326,-0.00421839650287,significant_regression,7.89063565037e-05,-0.00508689256889,-0.00102644770936,significant_regression,0.0732403251437,-0.0490150709837,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T205132401069Z/metadata.json,,,
1a76af80,cb4efb7b,2026-07-04T20:56:07+00:00,success,"The two surviving cross-sectional axes compound: the cs_return [5,10,20,40] winner plus a tight cs_volatility pair [20,25] bracketing the incumbent adds dispersion context without the wide-ladder dilution that hurt [15,25,40]",gate return lift up beyond ffa415ba; guard holds,"model_features.classifier.cs_return_windows: [5, 10] -> [5, 10, 20, 40]; model_features.classifier.cs_volatility_windows: [25] -> [20, 25]",0.0274680494054,0.00280693340891,within_noise,0.314910976719,-0.00138635919731,0.00662721636439,within_noise,0.0117025815675,0.00300146514135,within_noise,0.0907307854458,0.000381341366188,0.00727597643411,within_noise,0.0865940300202,-0.0578248968178,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T205417284058Z/metadata.json,,,
4053171b,cb4efb7b,2026-07-04T20:57:59+00:00,success,"Stacking the cs_return winner with the memory-flagged robust cs_volatility pair [10,20] tests whether a shorter dispersion pair compounds better than the incumbent [25]",gate return lift moves vs ffa415ba; guard holds,"model_features.classifier.cs_return_windows: [5, 10] -> [5, 10, 20, 40]; model_features.classifier.cs_volatility_windows: [25] -> [10, 20]",0.0148281611537,-0.00983295484279,within_noise,0.189185630487,-4.28267495324e-05,0.00590052506803,within_noise,0.0125712116254,0.00387009519926,within_noise,0.189185630487,-4.28267495324e-05,0.00590052506803,within_noise,0.0629990285869,-0.0578248968178,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T205610559806Z/metadata.json,,,
9900c39d,cb4efb7b,2026-07-04T20:59:50+00:00,success,"Interior peak: a 30-bar long tail [5,10,20,30] may sit closer to the true cs_return optimum than the 40-bar tail",gate return lift comparable to or above ffa415ba,"model_features.classifier.cs_return_windows: [5, 10] -> [5, 10, 20, 30]",0.0176351667364,-0.00702594926014,within_noise,0.0291819528035,-0.00425011643607,0.000415476257638,within_noise,0.00469422880085,-0.00400688762527,within_noise,0.0291819528035,-0.00425011643607,0.000415476257638,significant_regression,0.0811981052801,-0.0500535610843,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T205801670101Z/metadata.json,,,
d11c7e8b,4053171b,2026-07-04T21:02:52+00:00,success,"Extending the winning cs_volatility [10,20] pair with a faster 5-bar window captures very-short-horizon dispersion on top of the two-axis winner",gate return lift up beyond 4053171b; guard holds,"model_features.classifier.cs_volatility_windows: [10, 20] -> [5, 10, 20]",0.014714993747,-0.000113167406737,within_noise,0.0201155011418,0,0.000482542951568,insufficient_data,0.0127050521684,0.000133840543018,within_noise,0.0201155011418,0,0.000482542951568,within_noise,0.0627855956332,-0.0611332212803,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T210049870089Z/metadata.json,,,
93bc6867,4053171b,2026-07-04T21:04:43+00:00,success,"Extending cs_volatility [10,20] toward the incumbent [25] as a [10,20,30] tight ladder blends short dispersion with the medium horizon that was champion",gate return lift comparable to or above 4053171b; guard holds,"model_features.classifier.cs_volatility_windows: [10, 20] -> [10, 20, 30]",0.0165828125248,0.00175465137106,within_noise,0.0160251606086,-0.000210679081371,0,within_noise,0.0128002004647,0.000228988839329,within_noise,0.0160251606086,-0.000210679081371,0,within_noise,0.0630672784572,-0.0578248968178,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T210255231313Z/metadata.json,,,
62710c9a,4053171b,2026-07-04T21:06:38+00:00,success,"With more cross-sectional features now in the gate, stronger L2 regularization (c_value 1.0->0.5) should curb overfit and stabilize the return lift",gate return lift moves; stability_std may tighten; fresh-dimension probe,classifier.c_value: 1.0 -> 0.5,0.0181195101757,0.00329134902198,within_noise,0.141195688142,-0.00499239348421,0.000241271475784,insufficient_data,0.00997578688981,-0.00259542473557,within_noise,0.141195688142,-0.00499239348421,0.000241271475784,within_noise,0.0672278549424,-0.0578248968178,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T210445922400Z/metadata.json,,,
9914fa2a,cb4efb7b,2026-07-04T21:10:24+00:00,success,"Maximal cross-sectional stack: the best cs_return ladder [5,10,20,40] and a dense short cs_volatility ladder [5,10,20,30] together give the gate the richest peer-relative momentum+dispersion view",gate return lift up beyond 93bc6867; guard holds; AUC up,"model_features.classifier.cs_return_windows: [5, 10] -> [5, 10, 20, 40]; model_features.classifier.cs_volatility_windows: [25] -> [5, 10, 20, 30]",0.0157808049898,-0.00888031100667,within_noise,0.19351670103,-9.83802512279e-05,0.00586383681138,within_noise,0.0127235008774,0.00402238445123,within_noise,0.19351670103,-9.83802512279e-05,0.00586383681138,within_noise,0.0683253673603,-0.0611332212803,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T210831724608Z/metadata.json,,,
5e0092e1,93bc6867,2026-07-04T21:12:19+00:00,success,"Densifying the cs_return long end to [5,10,20,30,40] fills the 20->40 gap the current ladder skips",gate return lift comparable to or above 93bc6867,"model_features.classifier.cs_return_windows: [5, 10, 20, 40] -> [5, 10, 20, 30, 40]",0.0103510976,-0.00623171492482,significant_regression,0.0166818523651,-0.0122665172436,-0.00202604781969,within_noise,0.00600014527372,-0.00680005519099,significant_regression,0.0166818523651,-0.0122665172436,-0.00202604781969,significant_regression,0.0594262373261,-0.0508250717062,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T211026827315Z/metadata.json,,,
999fd812,93bc6867,2026-07-04T21:14:08+00:00,success,"Swapping the cs_volatility long window from 30 to the incumbent-champion 25 ([10,20,25]) may recover the medium-horizon dispersion that was the original champion",gate return lift comparable to 93bc6867; guard holds,"model_features.classifier.cs_volatility_windows: [10, 20, 30] -> [10, 20, 25]",0.0123537937875,-0.00422901873728,within_noise,0.0612815307288,-0.00374351750413,0.000107124956629,within_noise,0.0120327883101,-0.000767412154654,within_noise,0.0841576165013,-0.00149104038619,0.000107124956629,within_noise,0.0597861707156,-0.0508250717062,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T211221724503Z/metadata.json,,,
1caf3f03,93bc6867,2026-07-04T21:16:52+00:00,success,"Higher gate selectivity plus more model capacity compound: raising the threshold (0.25->0.30) passes only higher-conviction names while looser L2 (c_value 1.0->2.0) lets the richer cross-sectional feature set express itself, both lifting survivor return",gate return lift up; guard at risk if over-concentrated — watch hit-rate lift,classifier.c_value: 1.0 -> 2.0; classifier.gate_threshold: 0.25 -> 0.3,0.0296131051765,0.0130302926517,within_noise,0.118216167146,-0.00182190893697,0.000171161234833,within_noise,0.01328728062,0.000487080155306,within_noise,0.118216167146,-0.00182190893697,0.000171161234833,within_noise,0.102063183445,-0.0578248968178,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T211502075267Z/metadata.json,,,
848f6d11,93bc6867,2026-07-04T21:18:43+00:00,success,"A shorter, tighter CV window (prediction_bars 30->20, embargo 10->5) generates fresher out-of-sample gate probabilities from more folds, sharpening calibration",gate return lift moves; calibration AUC up; direction uncertain,classifier.gate_cv_embargo_bars: 10 -> 5; classifier.gate_cv_prediction_bars: 30 -> 20,0.0165828125248,0,within_noise,1,0,0,within_noise,0.0128002004647,0,within_noise,1,0,0,within_noise,0.0630672784572,-0.0578248968178,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T211655220069Z/metadata.json,,,
8c42582c,93bc6867,2026-07-04T21:20:34+00:00,success,Clean probe: stronger gate selectivity alone (threshold 0.25->0.35) concentrates survivors into the highest-conviction tail,gate return lift up; guard at risk — watch hit-rate lift for collapse,classifier.gate_threshold: 0.25 -> 0.35,0.0268852262866,0.0103024137619,significant_regression,0.000198898179452,-0.00746950779295,-0.00268699027912,insufficient_data,0.00911796981364,-0.00368223065107,significant_regression,0.0413756276271,-0.00736259405746,-0.000331131858487,significant_regression,0.102211479824,-0.0578248968178,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T211846114124Z/metadata.json,,,
42846aac,93bc6867,2026-07-04T21:23:07+00:00,success,"Ablation: modest selectivity alone (threshold 0.25->0.30, c_value untouched) carried the 1caf3f03 win",gate return lift up vs 93bc6867 if threshold is the driver; guard holds,classifier.gate_threshold: 0.25 -> 0.3,0.0205103213514,0.00392750882663,significant_regression,0.0416361162507,-0.00197234473976,-0.000100511068708,within_noise,0.0134815797729,0.00068137930824,significant_regression,0.0416361162507,-0.00197234473976,-0.000100511068708,within_noise,0.0721482180546,-0.0578248968178,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T212114686264Z/metadata.json,,,
4a4975e5,93bc6867,2026-07-04T21:25:04+00:00,success,"Ablation: looser regularization alone (c_value 1.0->2.0, threshold untouched) carried the 1caf3f03 win by letting the richer cross-sectional features express",gate return lift up vs 93bc6867 if capacity is the driver; guard holds,classifier.c_value: 1.0 -> 2.0,0.0288276279585,0.0122448154337,within_noise,1,0,0,within_noise,0.0134012378559,0.000601037391151,within_noise,1,0,0,within_noise,0.100358850963,-0.0498284536355,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T212310067017Z/metadata.json,,,
a5a5daa0,1caf3f03,2026-07-04T21:26:58+00:00,success,Pushing capacity further (c_value 2.0->3.0) on the threshold-0.30 winner lets the feature set express even more before overfit sets in,gate return lift up beyond 1caf3f03; guard holds; stability may rise,classifier.c_value: 2.0 -> 3.0,0.0321230315887,0.00250992641223,within_noise,1,0,0,within_noise,0.0137495682609,0.000462287640838,within_noise,1,0,0,within_noise,0.10363884167,-0.0536466361644,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T212507525534Z/metadata.json,,,
27c2a3d1,93bc6867,2026-07-04T21:29:49+00:00,success,Capacity alone drives the win: c_value 3.0 on the clean cross-sectional winner (no risky threshold change) matches or beats a5a5daa0 without the paired regression the threshold carried,gate return lift up vs 93bc6867 and vs 4a4975e5; guard holds,classifier.c_value: 1.0 -> 3.0,0.0265360518974,0.00995323937261,within_noise,0.213427597698,-0.00178900917233,0.00038640273565,within_noise,0.012303285665,-0.000496914799724,within_noise,0.213427597698,-0.00178900917233,0.00038640273565,within_noise,0.100342920662,-0.0536466361644,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T212756645169Z/metadata.json,,,
0ee96771,93bc6867,2026-07-04T21:31:44+00:00,success,Pushing regularization looser still (c_value 4.0) continues the monotone capacity gradient for the rich cross-sectional feature set,gate return lift up vs c_value 3.0; guard holds; stability may rise,classifier.c_value: 1.0 -> 4.0,0.025364057202,0.00878124467724,within_noise,0.188943825994,-0.00178900917233,0.000360259185021,within_noise,0.0118859467539,-0.000914253710772,within_noise,0.188943825994,-0.00178900917233,0.000360259185021,within_noise,0.100086236212,-0.0536466361644,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T212952155929Z/metadata.json,,,
5d670050,93bc6867,2026-07-04T21:33:39+00:00,success,c_value 6.0 probes where overfit finally sets in — if lift keeps rising the capacity ceiling is still higher,"gate return lift plateaus or turns down here, bracketing the optimum",classifier.c_value: 1.0 -> 6.0,0.0134104062771,-0.00317240624772,within_noise,0.196649872621,-0.00193894074427,0.000415593487916,within_noise,0.012110168399,-0.000690032065674,within_noise,0.196649872621,-0.00193894074427,0.000415593487916,within_noise,0.0685117198429,-0.0536466361644,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T213147040228Z/metadata.json,,,
48c818a1,4a4975e5,2026-07-04T21:36:43+00:00,success,"At the higher c_value 2.0 capacity, a denser short cs_volatility ladder [5,10,20,30] (which only tied at c=1.0) now has enough model capacity to pay off",gate return lift up vs 4a4975e5; guard holds,"model_features.classifier.cs_volatility_windows: [10, 20, 30] -> [5, 10, 20, 30]",0.0255365626942,-0.00329106526423,within_noise,0.0727585901666,-5.09348486387e-05,0,within_noise,0.0127235008774,-0.000677736978506,within_noise,0.0727585901666,-5.09348486387e-05,0,within_noise,0.0986216801979,-0.0611332212803,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T213442740030Z/metadata.json,,,
e5eae0c6,4a4975e5,2026-07-04T21:38:40+00:00,success,"More capacity lets a mid-densified cs_return ladder [5,10,15,20,40] add the 15-bar horizon without the overfit that sank [5,10,20,30,40] at c=1.0",gate return lift up vs 4a4975e5; guard holds,"model_features.classifier.cs_return_windows: [5, 10, 20, 40] -> [5, 10, 15, 20, 40]",0.0276574903161,-0.00117013764238,significant_improvement,0.000976873937458,3.79087306772e-05,0.000171558147368,within_noise,0.0136010658925,0.000199828036688,significant_improvement,0.000976873937458,3.79087306772e-05,0.000171558147368,within_noise,0.100179999992,-0.0578248968178,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T213645961582Z/metadata.json,,,
e25e10e2,4a4975e5,2026-07-04T21:40:54+00:00,success,"The relative-volume pair [20,50] was neutral/diluting at c=1.0 but higher capacity may now let the gate use it as a distinct volume-confirmation axis",gate return lift moves; guard holds; direction uncertain,"model_features.classifier.relative_volume_windows: [50] -> [20, 50]",0.0284672698669,-0.000360358091552,within_noise,1,0,0,within_noise,0.013634302862,0.000233065006189,within_noise,1,0,0,within_noise,0.100554182222,-0.0498284536355,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T213845621616Z/metadata.json,,,
d0164081,e5eae0c6,2026-07-04T21:43:49+00:00,success,"Stacking the two batch-11 capacity-unlocked leads: the significant cs_return [5,10,15,20,40] ladder plus the now-positive rvol pair [20,50] should add up",gate return lift up beyond e5eae0c6; guard holds,"model_features.classifier.relative_volume_windows: [50] -> [20, 50]",0.0266347037013,-0.00102278661479,within_noise,0.0209477835499,-0.00103086536694,0,insufficient_data,0.0133287697395,-0.000272296153042,within_noise,0.0209477835499,-0.00103086536694,0,within_noise,0.0994663565663,-0.0578248968178,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T214140908928Z/metadata.json,,,
48b0830a,e5eae0c6,2026-07-04T21:45:48+00:00,success,"With capacity at c=2.0, further densifying the cs_return ladder to [5,10,15,20,30,40] fills the 20->40 span that overfit at c=1.0 but may now be supported",gate return lift up vs e5eae0c6; guard holds; stability may rise,"model_features.classifier.cs_return_windows: [5, 10, 15, 20, 40] -> [5, 10, 15, 20, 30, 40]",0.0262782571421,-0.00137923317403,within_noise,0.054666032304,-0.00539287618094,-0.00015757738283,within_noise,0.0102169182048,-0.0033841476878,within_noise,0.054666032304,-0.00539287618094,-0.00015757738283,within_noise,0.0984669763908,-0.0498284536355,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T214351927635Z/metadata.json,,,
afec4306,e25e10e2,2026-07-04T21:47:43+00:00,success,"A denser relative-volume ladder [10,20,50] adds a short volume-confirmation horizon on top of the positive [20,50] pair at higher capacity",gate return lift moves vs e25e10e2; guard holds,"model_features.classifier.relative_volume_windows: [20, 50] -> [10, 20, 50]",0.026865068121,-0.00160220174587,within_noise,0.184037154943,-0.00241398835787,2.74877350293e-05,within_noise,0.0122518893954,-0.00138241346667,within_noise,0.184037154943,-0.00241398835787,2.74877350293e-05,within_noise,0.0997155286917,-0.0508250717062,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T214550894974Z/metadata.json,,,
064e0e5d,4a4975e5,2026-07-04T21:50:31+00:00,success,"The e5eae0c6 win was adding a mid-horizon cs_return window; probing the position ([5,10,18,20,40] instead of 15) tests whether the exact mid-window matters or any mid horizon helps",gate return lift comparable to e5eae0c6; guard holds,"model_features.classifier.cs_return_windows: [5, 10, 20, 40] -> [5, 10, 18, 20, 40]",0.0272536643055,-0.001573963653,significant_regression,0.000207085455984,-0.00671791402467,-0.00214403095954,insufficient_data,0.0102568664831,-0.00314437137279,significant_regression,0.00590842707865,-0.00584455615796,-0.00130460846803,significant_regression,0.0995622838277,-0.0498284536355,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T214835153572Z/metadata.json,,,
1a49708e,e5eae0c6,2026-07-04T21:52:28+00:00,success,"Mirroring the cs_return mid-window win onto cs_volatility ([10,15,20,30]) gives the gate matching mid-horizon dispersion the capacity can now support",gate return lift up vs e5eae0c6; guard holds,"model_features.classifier.cs_volatility_windows: [10, 20, 30] -> [10, 15, 20, 30]",0.015100227578,-0.0125572627381,significant_regression,0.0413000506775,-0.0035666767808,-0.000591501805495,insufficient_data,0.0109252778044,-0.00267578808818,significant_regression,0.0413000506775,-0.0035666767808,-0.000591501805495,within_noise,0.063475567591,-0.0578248968178,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T215034389513Z/metadata.json,,,
f29592eb,e5eae0c6,2026-07-04T21:54:23+00:00,success,A gentle selectivity nudge (threshold 0.25->0.27) — far below the 0.30 that regressed alone — may add a little survivor-return lift on the significant-lead config without collapsing the paired-daily distribution,gate return lift up vs e5eae0c6; guard holds; watch for paired regression,classifier.gate_threshold: 0.25 -> 0.27,0.0292388717466,0.00158138143056,within_noise,0.0127407361376,-0.00113751986312,0,insufficient_data,0.0135180583143,-8.30075782543e-05,within_noise,0.0127407361376,-0.00113751986312,0,within_noise,0.100379910768,-0.0578248968178,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T215231187366Z/metadata.json,,,
496a7c62,e5eae0c6,2026-07-04T21:57:49+00:00,success,The richer cs_return ladder (with the 15-bar window) may shift the capacity optimum below 2.0; c_value 1.5 tests whether slightly tighter regularization now fits the champion better,gate return lift comparable to or above e5eae0c6; guard holds,classifier.c_value: 2.0 -> 1.5,0.0165697224248,-0.0110877678913,within_noise,1,0,0,within_noise,0.0134848174661,-0.000116248426432,within_noise,1,0,0,within_noise,0.069020292565,-0.0578248968178,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T215554744570Z/metadata.json,,,
7603df4e,e5eae0c6,2026-07-04T21:59:44+00:00,success,Alternatively the added feature wants more capacity; c_value 2.5 brackets the optimum above 2.0 on the champion feature set,gate return lift comparable to e5eae0c6; guard holds,classifier.c_value: 2.0 -> 2.5,0.0268260809636,-0.000831409352497,within_noise,1,0,0,within_noise,0.013370539352,-0.000230526540552,within_noise,1,0,0,within_noise,0.10022425539,-0.0578248968178,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T215751885195Z/metadata.json,,,
b628d2d2,e5eae0c6,2026-07-04T22:01:37+00:00,success,"Robustness of the long anchor: shifting the ladder tail 40->45 ([5,10,15,20,45]) tests whether the champion's edge survives a small tail perturbation or sits on a knife-edge window",gate return lift comparable to e5eae0c6 if robust; drop signals overfit,"model_features.classifier.cs_return_windows: [5, 10, 15, 20, 40] -> [5, 10, 15, 20, 45]",0.0086292329264,-0.0190282573897,significant_regression,0.0336146716681,-0.00392809619936,-0.000501852467785,insufficient_data,0.010035194321,-0.0035658715715,significant_regression,0.0336146716681,-0.00392809619936,-0.000501852467785,significant_regression,0.0586336848369,-0.0578248968178,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T215946757008Z/metadata.json,,,
